region_name,date,total_nonfarm_payroll
Detroit MSA,1958-01-01,40.2
Detroit MSA,1958-02-01,39.5
Detroit MSA,1958-03-01,39.1
Detroit MSA,1958-04-01,38.3
Detroit MSA,1958-05-01,38.8
Detroit MSA,1958-06-01,39.6
Detroit MSA,1958-07-01,40.5
Detroit MSA,1958-08-01,41.2
Detroit MSA,1958-09-01,43
Detroit MSA,1958-10-01,42.6
Detroit MSA,1958-11-01,42.6
Detroit MSA,1958-12-01,42.7
Detroit MSA,1959-01-01,41.6
Detroit MSA,1959-02-01,41.6
Detroit MSA,1959-03-01,42.4
Detroit MSA,1959-04-01,43.3
Detroit MSA,1959-05-01,44.1
Detroit MSA,1959-06-01,44.9
Detroit MSA,1959-07-01,46.3
Detroit MSA,1959-08-01,46
Detroit MSA,1959-09-01,47.4
Detroit MSA,1959-10-01,46.2
Detroit MSA,1959-11-01,45.5
Detroit MSA,1959-12-01,45.3
Detroit MSA,1960-01-01,44.2
Detroit MSA,1960-02-01,44.2
Detroit MSA,1960-03-01,44.1
Detroit MSA,1960-04-01,44.2
Detroit MSA,1960-05-01,44.6
Detroit MSA,1960-06-01,45.1
Detroit MSA,1960-07-01,46.1
Detroit MSA,1960-08-01,45.7
Detroit MSA,1960-09-01,46.7
Detroit MSA,1960-10-01,45.7
Detroit MSA,1960-11-01,44.9
Detroit MSA,1960-12-01,43.9
Detroit MSA,1961-01-01,42.5
Detroit MSA,1961-02-01,41.9
Detroit MSA,1961-03-01,42.1
Detroit MSA,1961-04-01,43
Detroit MSA,1961-05-01,43.9
Detroit MSA,1961-06-01,44.5
Detroit MSA,1961-07-01,44.8
Detroit MSA,1961-08-01,45.8
Detroit MSA,1961-09-01,46.4
Detroit MSA,1961-10-01,46.2
Detroit MSA,1961-11-01,45.1
Detroit MSA,1961-12-01,44
Detroit MSA,1962-01-01,42.5
Detroit MSA,1962-02-01,42.5
Detroit MSA,1962-03-01,42.8
Detroit MSA,1962-04-01,43.8
Detroit MSA,1962-05-01,45.4
Detroit MSA,1962-06-01,46.8
Detroit MSA,1962-07-01,47.7
Detroit MSA,1962-08-01,46.9
Detroit MSA,1962-09-01,47.9
Detroit MSA,1962-10-01,47.2
Detroit MSA,1962-11-01,46.6
Detroit MSA,1962-12-01,46.3
Detroit MSA,1963-01-01,45
Detroit MSA,1963-02-01,44.7
Detroit MSA,1963-03-01,44.3
Detroit MSA,1963-04-01,45.6
Detroit MSA,1963-05-01,46.4
Detroit MSA,1963-06-01,47.3
Detroit MSA,1963-07-01,47.8
Detroit MSA,1963-08-01,48.7
Detroit MSA,1963-09-01,49.6
Detroit MSA,1963-10-01,48.8
Detroit MSA,1963-11-01,47.7
Detroit MSA,1963-12-01,47.6
Detroit MSA,1964-01-01,45.8
Detroit MSA,1964-02-01,45.5
Detroit MSA,1964-03-01,45.7
Detroit MSA,1964-04-01,46.2
Detroit MSA,1964-05-01,47.2
Detroit MSA,1964-06-01,47.9
Detroit MSA,1964-07-01,48.9
Detroit MSA,1964-08-01,48.6
Detroit MSA,1964-09-01,49.9
Detroit MSA,1964-10-01,48.9
Detroit MSA,1964-11-01,48.8
Detroit MSA,1964-12-01,48.6
Detroit MSA,1965-01-01,46.4
Detroit MSA,1965-02-01,47.6
Detroit MSA,1965-03-01,45.7
Detroit MSA,1965-04-01,46.8
Detroit MSA,1965-05-01,49.7
Detroit MSA,1965-06-01,50.9
Detroit MSA,1965-07-01,51.7
Detroit MSA,1965-08-01,51.7
Detroit MSA,1965-09-01,52.7
Detroit MSA,1965-10-01,52.4
Detroit MSA,1965-11-01,52.3
Detroit MSA,1965-12-01,51.9
Detroit MSA,1966-01-01,50.7
Detroit MSA,1966-02-01,50.7
Detroit MSA,1966-03-01,50.9
Detroit MSA,1966-04-01,52.2
Detroit MSA,1966-05-01,53
Detroit MSA,1966-06-01,53.9
Detroit MSA,1966-07-01,54.2
Detroit MSA,1966-08-01,54.4
Detroit MSA,1966-09-01,54.4
Detroit MSA,1966-10-01,53.8
Detroit MSA,1966-11-01,54
Detroit MSA,1966-12-01,54.3
Detroit MSA,1967-01-01,53.2
Detroit MSA,1967-02-01,53.1
Detroit MSA,1967-03-01,53
Detroit MSA,1967-04-01,53.3
Detroit MSA,1967-05-01,52.1
Detroit MSA,1967-06-01,53
Detroit MSA,1967-07-01,52.7
Detroit MSA,1967-08-01,55
Detroit MSA,1967-09-01,55.7
Detroit MSA,1967-10-01,55.1
Detroit MSA,1967-11-01,55.2
Detroit MSA,1967-12-01,55.7
Detroit MSA,1968-01-01,56.9
Detroit MSA,1968-02-01,52
Detroit MSA,1968-03-01,53.8
Detroit MSA,1968-04-01,54.5
Detroit MSA,1968-05-01,55.2
Detroit MSA,1968-06-01,55.9
Detroit MSA,1968-07-01,56
Detroit MSA,1968-08-01,57.2
Detroit MSA,1968-09-01,57.5
Detroit MSA,1968-10-01,56.9
Detroit MSA,1968-11-01,57.1
Detroit MSA,1968-12-01,57.4
Detroit MSA,1969-01-01,56.1
Detroit MSA,1969-02-01,56.7
Detroit MSA,1969-03-01,57.1
Detroit MSA,1969-04-01,58
Detroit MSA,1969-05-01,58.9
Detroit MSA,1969-06-01,60.5
Detroit MSA,1969-07-01,60.4
Detroit MSA,1969-08-01,61.8
Detroit MSA,1969-09-01,62.1
Detroit MSA,1969-10-01,61.7
Detroit MSA,1969-11-01,61.4
Detroit MSA,1969-12-01,61.8
Detroit MSA,1970-01-01,60.4
Detroit MSA,1970-02-01,60
Detroit MSA,1970-03-01,60.4
Detroit MSA,1970-04-01,60.4
Detroit MSA,1970-05-01,58.7
Detroit MSA,1970-06-01,60
Detroit MSA,1970-07-01,59.5
Detroit MSA,1970-08-01,59.3
Detroit MSA,1970-09-01,59.4
Detroit MSA,1970-10-01,61
Detroit MSA,1970-11-01,60.1
Detroit MSA,1970-12-01,60.4
Detroit MSA,1971-01-01,58.6
Detroit MSA,1971-02-01,58.7
Detroit MSA,1971-03-01,59.3
Detroit MSA,1971-04-01,60.7
Detroit MSA,1971-05-01,59.5
Detroit MSA,1971-06-01,60.5
Detroit MSA,1971-07-01,60.1
Detroit MSA,1971-08-01,60.2
Detroit MSA,1971-09-01,60.9
Detroit MSA,1971-10-01,62.7
Detroit MSA,1971-11-01,61.9
Detroit MSA,1971-12-01,61.7
Detroit MSA,1972-01-01,60.9
Detroit MSA,1972-02-01,61.1
Detroit MSA,1972-03-01,62.1
Detroit MSA,1972-04-01,63.4
Detroit MSA,1972-05-01,64.4
Detroit MSA,1972-06-01,64.9
Detroit MSA,1972-07-01,64.8
Detroit MSA,1972-08-01,64.3
Detroit MSA,1972-09-01,65.5
Detroit MSA,1972-10-01,65.2
Detroit MSA,1972-11-01,65.3
Detroit MSA,1972-12-01,65.3
Detroit MSA,1973-01-01,64.2
Detroit MSA,1973-02-01,64.3
Detroit MSA,1973-03-01,64.5
Detroit MSA,1973-04-01,65.3
Detroit MSA,1973-05-01,65.9
Detroit MSA,1973-06-01,67.2
Detroit MSA,1973-07-01,67.6
Detroit MSA,1973-08-01,67.6
Detroit MSA,1973-09-01,67.9
Detroit MSA,1973-10-01,66.9
Detroit MSA,1973-11-01,66.3
Detroit MSA,1973-12-01,66.5
Detroit MSA,1974-01-01,64.5
Detroit MSA,1974-02-01,63.9
Detroit MSA,1974-03-01,64.1
Detroit MSA,1974-04-01,64.6
Detroit MSA,1974-05-01,65.8
Detroit MSA,1974-06-01,66.6
Detroit MSA,1974-07-01,66.8
Detroit MSA,1974-08-01,67
Detroit MSA,1974-09-01,65.9
Detroit MSA,1974-10-01,65.2
Detroit MSA,1974-11-01,64.3
Detroit MSA,1974-12-01,63.5
Detroit MSA,1975-01-01,60.2
Detroit MSA,1975-02-01,58.2
Detroit MSA,1975-03-01,57.6
Detroit MSA,1975-04-01,58
Detroit MSA,1975-05-01,59.4
Detroit MSA,1975-06-01,60.4
Detroit MSA,1975-07-01,59.6
Detroit MSA,1975-08-01,60.4
Detroit MSA,1975-09-01,60.8
Detroit MSA,1975-10-01,60.5
Detroit MSA,1975-11-01,59.8
Detroit MSA,1975-12-01,59.9
Detroit MSA,1976-01-01,59.5
Detroit MSA,1976-02-01,59.8
Detroit MSA,1976-03-01,61.2
Detroit MSA,1976-04-01,61.9
Detroit MSA,1976-05-01,62.8
Detroit MSA,1976-06-01,61.7
Detroit MSA,1976-07-01,62.3
Detroit MSA,1976-08-01,62.3
Detroit MSA,1976-09-01,64.3
Detroit MSA,1976-10-01,63.5
Detroit MSA,1976-11-01,63.8
Detroit MSA,1976-12-01,63.5
Detroit MSA,1977-01-01,61.9
Detroit MSA,1977-02-01,62.3
Detroit MSA,1977-03-01,63.1
Detroit MSA,1977-04-01,64.8
Detroit MSA,1977-05-01,65.7
Detroit MSA,1977-06-01,66.9
Detroit MSA,1977-07-01,66.9
Detroit MSA,1977-08-01,66.9
Detroit MSA,1977-09-01,66.4
Detroit MSA,1977-10-01,66.7
Detroit MSA,1977-11-01,67
Detroit MSA,1977-12-01,66.5
Detroit MSA,1978-01-01,64.5
Detroit MSA,1978-02-01,64.2
Detroit MSA,1978-03-01,65
Detroit MSA,1978-04-01,65
Detroit MSA,1978-05-01,65.3
Detroit MSA,1978-06-01,66.3
Detroit MSA,1978-07-01,64.2
Detroit MSA,1978-08-01,64.9
Detroit MSA,1978-09-01,66.3
Detroit MSA,1978-10-01,65.4
Detroit MSA,1978-11-01,65.4
Detroit MSA,1978-12-01,65.2
Detroit MSA,1979-01-01,63.2
Detroit MSA,1979-02-01,63.5
Detroit MSA,1979-03-01,63.9
Detroit MSA,1979-04-01,64.3
Detroit MSA,1979-05-01,64.8
Detroit MSA,1979-06-01,64.5
Detroit MSA,1979-07-01,64.7
Detroit MSA,1979-08-01,65.2
Detroit MSA,1979-09-01,65.5
Detroit MSA,1979-10-01,64.8
Detroit MSA,1979-11-01,64.5
Detroit MSA,1979-12-01,63.9
Detroit MSA,1980-01-01,62
Detroit MSA,1980-02-01,61.6
Detroit MSA,1980-03-01,62
Detroit MSA,1980-04-01,61.6
Detroit MSA,1980-05-01,61.2
Detroit MSA,1980-06-01,60.5
Detroit MSA,1980-07-01,58.9
Detroit MSA,1980-08-01,59.8
Detroit MSA,1980-09-01,59.8
Detroit MSA,1980-10-01,60.6
Detroit MSA,1980-11-01,60.9
Detroit MSA,1980-12-01,60.5
Detroit MSA,1981-01-01,57.6
Detroit MSA,1981-02-01,57.5
Detroit MSA,1981-03-01,58.3
Detroit MSA,1981-04-01,58.9
Detroit MSA,1981-05-01,59.8
Detroit MSA,1981-06-01,59.6
Detroit MSA,1981-07-01,58.6
Detroit MSA,1981-08-01,58.3
Detroit MSA,1981-09-01,59
Detroit MSA,1981-10-01,59.4
Detroit MSA,1981-11-01,58.9
Detroit MSA,1981-12-01,58
Detroit MSA,1982-01-01,55.1
Detroit MSA,1982-02-01,55.3
Detroit MSA,1982-03-01,55.7
Detroit MSA,1982-04-01,56.4
Detroit MSA,1982-05-01,57.2
Detroit MSA,1982-06-01,56.8
Detroit MSA,1982-07-01,56.4
Detroit MSA,1982-08-01,56.1
Detroit MSA,1982-09-01,55.6
Detroit MSA,1982-10-01,55.8
Detroit MSA,1982-11-01,55.5
Detroit MSA,1982-12-01,54.6
Detroit MSA,1983-01-01,53.7
Detroit MSA,1983-02-01,54.2
Detroit MSA,1983-03-01,54.5
Detroit MSA,1983-04-01,55.1
Detroit MSA,1983-05-01,55.8
Detroit MSA,1983-06-01,55.4
Detroit MSA,1983-07-01,55.1
Detroit MSA,1983-08-01,55.6
Detroit MSA,1983-09-01,56.3
Detroit MSA,1983-10-01,57.1
Detroit MSA,1983-11-01,57.2
Detroit MSA,1983-12-01,56.2
Detroit MSA,1984-01-01,55.6
Detroit MSA,1984-02-01,56
Detroit MSA,1984-03-01,56.7
Detroit MSA,1984-04-01,57.4
Detroit MSA,1984-05-01,58.2
Detroit MSA,1984-06-01,57.9
Detroit MSA,1984-07-01,57.7
Detroit MSA,1984-08-01,58.4
Detroit MSA,1984-09-01,58
Detroit MSA,1984-10-01,59
Detroit MSA,1984-11-01,59.2
Detroit MSA,1984-12-01,59
Detroit MSA,1985-01-01,57.7
Detroit MSA,1985-02-01,58.1
Detroit MSA,1985-03-01,59.2
Detroit MSA,1985-04-01,60.5
Detroit MSA,1985-05-01,61.2
Detroit MSA,1985-06-01,60.5
Detroit MSA,1985-07-01,60.2
Detroit MSA,1985-08-01,61
Detroit MSA,1985-09-01,60.6
Detroit MSA,1985-10-01,61.3
Detroit MSA,1985-11-01,61.9
Detroit MSA,1985-12-01,61.6
Detroit MSA,1986-01-01,60
Detroit MSA,1986-02-01,60.2
Detroit MSA,1986-03-01,61.2
Detroit MSA,1986-04-01,61.9
Detroit MSA,1986-05-01,62.4
Detroit MSA,1986-06-01,62.1
Detroit MSA,1986-07-01,61.4
Detroit MSA,1986-08-01,61.9
Detroit MSA,1986-09-01,61.1
Detroit MSA,1986-10-01,62.8
Detroit MSA,1986-11-01,62.9
Detroit MSA,1986-12-01,62.7
Detroit MSA,1987-01-01,61.9
Detroit MSA,1987-02-01,62.2
Detroit MSA,1987-03-01,62.9
Detroit MSA,1987-04-01,63.6
Detroit MSA,1987-05-01,64.2
Detroit MSA,1987-06-01,63.5
Detroit MSA,1987-07-01,63.9
Detroit MSA,1987-08-01,64.1
Detroit MSA,1987-09-01,64.1
Detroit MSA,1987-10-01,65.1
Detroit MSA,1987-11-01,65
Detroit MSA,1987-12-01,64.8
Detroit MSA,1988-01-01,63.4
Detroit MSA,1988-02-01,63.5
Detroit MSA,1988-03-01,64.4
Detroit MSA,1988-04-01,64.9
Detroit MSA,1988-05-01,65.7
Detroit MSA,1988-06-01,65.9
Detroit MSA,1988-07-01,65.1
Detroit MSA,1988-08-01,65.1
Detroit MSA,1988-09-01,65.7
Detroit MSA,1988-10-01,66.6
Detroit MSA,1988-11-01,67.1
Detroit MSA,1988-12-01,66.5
Detroit MSA,1989-01-01,65.1
Detroit MSA,1989-02-01,65.3
Detroit MSA,1989-03-01,65.7
Detroit MSA,1989-04-01,67.4
Detroit MSA,1989-05-01,67.9
Detroit MSA,1989-06-01,67.3
Detroit MSA,1989-07-01,67.3
Detroit MSA,1989-08-01,67.4
Detroit MSA,1989-09-01,67.3
Detroit MSA,1989-10-01,68.3
Detroit MSA,1989-11-01,68
Detroit MSA,1989-12-01,67.6
Detroit MSA,1990-01-01,63.8
Detroit MSA,1990-02-01,64
Detroit MSA,1990-03-01,64
Detroit MSA,1990-04-01,65.9
Detroit MSA,1990-05-01,67.4
Detroit MSA,1990-06-01,66.6
Detroit MSA,1990-07-01,66.3
Detroit MSA,1990-08-01,66.9
Detroit MSA,1990-09-01,67.3
Detroit MSA,1990-10-01,67.4
Detroit MSA,1990-11-01,66.4
Detroit MSA,1990-12-01,66.2
Detroit MSA,1991-01-01,63
Detroit MSA,1991-02-01,62.4
Detroit MSA,1991-03-01,62.6
Detroit MSA,1991-04-01,63.8
Detroit MSA,1991-05-01,65.3
Detroit MSA,1991-06-01,65
Detroit MSA,1991-07-01,64.9
Detroit MSA,1991-08-01,64.7
Detroit MSA,1991-09-01,65.1
Detroit MSA,1991-10-01,65.4
Detroit MSA,1991-11-01,64.7
Detroit MSA,1991-12-01,64.1
Detroit MSA,1992-01-01,62.8
Detroit MSA,1992-02-01,62.8
Detroit MSA,1992-03-01,63.9
Detroit MSA,1992-04-01,64.4
Detroit MSA,1992-05-01,65.9
Detroit MSA,1992-06-01,66
Detroit MSA,1992-07-01,65.2
Detroit MSA,1992-08-01,65.1
Detroit MSA,1992-09-01,65.5
Detroit MSA,1992-10-01,66
Detroit MSA,1992-11-01,65.5
Detroit MSA,1992-12-01,65.1
Detroit MSA,1993-01-01,63.7
Detroit MSA,1993-02-01,63.6
Detroit MSA,1993-03-01,64.3
Detroit MSA,1993-04-01,65.2
Detroit MSA,1993-05-01,66.4
Detroit MSA,1993-06-01,66.3
Detroit MSA,1993-07-01,66.1
Detroit MSA,1993-08-01,66.5
Detroit MSA,1993-09-01,66.5
Detroit MSA,1993-10-01,67.5
Detroit MSA,1993-11-01,67
Detroit MSA,1993-12-01,67
Detroit MSA,1994-01-01,65.3
Detroit MSA,1994-02-01,65.7
Detroit MSA,1994-03-01,66.7
Detroit MSA,1994-04-01,67
Detroit MSA,1994-05-01,68.2
Detroit MSA,1994-06-01,67.9
Detroit MSA,1994-07-01,67.8
Detroit MSA,1994-08-01,68.6
Detroit MSA,1994-09-01,69.2
Detroit MSA,1994-10-01,69.2
Detroit MSA,1994-11-01,69.3
Detroit MSA,1994-12-01,69.4
Detroit MSA,1995-01-01,66.8
Detroit MSA,1995-02-01,66.8
Detroit MSA,1995-03-01,67.5
Detroit MSA,1995-04-01,68.3
Detroit MSA,1995-05-01,69.3
Detroit MSA,1995-06-01,69.2
Detroit MSA,1995-07-01,69.4
Detroit MSA,1995-08-01,69.3
Detroit MSA,1995-09-01,69.6
Detroit MSA,1995-10-01,69.5
Detroit MSA,1995-11-01,69.5
Detroit MSA,1995-12-01,69.2
Detroit MSA,1996-01-01,66.6
Detroit MSA,1996-02-01,67
Detroit MSA,1996-03-01,68
Detroit MSA,1996-04-01,68.4
Detroit MSA,1996-05-01,69.6
Detroit MSA,1996-06-01,69.6
Detroit MSA,1996-07-01,67.9
Detroit MSA,1996-08-01,69.8
Detroit MSA,1996-09-01,68.9
Detroit MSA,1996-10-01,69.6
Detroit MSA,1996-11-01,69.4
Detroit MSA,1996-12-01,68.9
Detroit MSA,1997-01-01,66.7
Detroit MSA,1997-02-01,66.7
Detroit MSA,1997-03-01,67.8
Detroit MSA,1997-04-01,67.9
Detroit MSA,1997-05-01,69.3
Detroit MSA,1997-06-01,69.2
Detroit MSA,1997-07-01,67.3
Detroit MSA,1997-08-01,68.8
Detroit MSA,1997-09-01,69.3
Detroit MSA,1997-10-01,69.7
Detroit MSA,1997-11-01,69.4
Detroit MSA,1997-12-01,68.7
Detroit MSA,1998-01-01,67.4
Detroit MSA,1998-02-01,67.5
Detroit MSA,1998-03-01,67.8
Detroit MSA,1998-04-01,68.9
Detroit MSA,1998-05-01,70.4
Detroit MSA,1998-06-01,70.2
Detroit MSA,1998-07-01,67.9
Detroit MSA,1998-08-01,69.4
Detroit MSA,1998-09-01,70.2
Detroit MSA,1998-10-01,71.2
Detroit MSA,1998-11-01,71
Detroit MSA,1998-12-01,70.7
Detroit MSA,1999-01-01,68.3
Detroit MSA,1999-02-01,68.7
Detroit MSA,1999-03-01,69.4
Detroit MSA,1999-04-01,70.1
Detroit MSA,1999-05-01,71.4
Detroit MSA,1999-06-01,71.2
Detroit MSA,1999-07-01,71
Detroit MSA,1999-08-01,70.7
Detroit MSA,1999-09-01,71.7
Detroit MSA,1999-10-01,72
Detroit MSA,1999-11-01,71.2
Detroit MSA,1999-12-01,71.3
Detroit MSA,2000-01-01,69.7
Detroit MSA,2000-02-01,70.1
Detroit MSA,2000-03-01,70.5
Detroit MSA,2000-04-01,71.7
Detroit MSA,2000-05-01,72.1
Detroit MSA,2000-06-01,71.7
Detroit MSA,2000-07-01,71.8
Detroit MSA,2000-08-01,71.6
Detroit MSA,2000-09-01,72.3
Detroit MSA,2000-10-01,72.7
Detroit MSA,2000-11-01,72.3
Detroit MSA,2000-12-01,72.1
Detroit MSA,2001-01-01,68.3
Detroit MSA,2001-02-01,68.1
Detroit MSA,2001-03-01,69.1
Detroit MSA,2001-04-01,69.4
Detroit MSA,2001-05-01,70.2
Detroit MSA,2001-06-01,70.8
Detroit MSA,2001-07-01,68.5
Detroit MSA,2001-08-01,69.7
Detroit MSA,2001-09-01,70.3
Detroit MSA,2001-10-01,69.9
Detroit MSA,2001-11-01,69.6
Detroit MSA,2001-12-01,69.5
Detroit MSA,2002-01-01,66
Detroit MSA,2002-02-01,66.5
Detroit MSA,2002-03-01,67.7
Detroit MSA,2002-04-01,68.2
Detroit MSA,2002-05-01,69.5
Detroit MSA,2002-06-01,69.5
Detroit MSA,2002-07-01,67.1
Detroit MSA,2002-08-01,68.5
Detroit MSA,2002-09-01,68.9
Detroit MSA,2002-10-01,68.6
Detroit MSA,2002-11-01,68
Detroit MSA,2002-12-01,67.7
Detroit MSA,2003-01-01,65.5
Detroit MSA,2003-02-01,65.6
Detroit MSA,2003-03-01,66.1
Detroit MSA,2003-04-01,65.8
Detroit MSA,2003-05-01,67.5
Detroit MSA,2003-06-01,67.4
Detroit MSA,2003-07-01,65.4
Detroit MSA,2003-08-01,65.5
Detroit MSA,2003-09-01,66.2
Detroit MSA,2003-10-01,65.7
Detroit MSA,2003-11-01,65.7
Detroit MSA,2003-12-01,64.9
Detroit MSA,2004-01-01,62.9
Detroit MSA,2004-02-01,63.2
Detroit MSA,2004-03-01,64.2
Detroit MSA,2004-04-01,64.6
Detroit MSA,2004-05-01,65.4
Detroit MSA,2004-06-01,65.6
Detroit MSA,2004-07-01,64
Detroit MSA,2004-08-01,64.9
Detroit MSA,2004-09-01,66.1
Detroit MSA,2004-10-01,65.9
Detroit MSA,2004-11-01,65.4
Detroit MSA,2004-12-01,65.1
Detroit MSA,2005-01-01,63.3
Detroit MSA,2005-02-01,63.6
Detroit MSA,2005-03-01,64.4
Detroit MSA,2005-04-01,65.3
Detroit MSA,2005-05-01,65.6
Detroit MSA,2005-06-01,65.8
Detroit MSA,2005-07-01,65.1
Detroit MSA,2005-08-01,65.1
Detroit MSA,2005-09-01,66.2
Detroit MSA,2005-10-01,66.3
Detroit MSA,2005-11-01,65.8
Detroit MSA,2005-12-01,65.5
Detroit MSA,2006-01-01,62.4
Detroit MSA,2006-02-01,62.6
Detroit MSA,2006-03-01,63.2
Detroit MSA,2006-04-01,63.8
Detroit MSA,2006-05-01,64.9
Detroit MSA,2006-06-01,65
Detroit MSA,2006-07-01,63.9
Detroit MSA,2006-08-01,64.2
Detroit MSA,2006-09-01,65.2
Detroit MSA,2006-10-01,64.7
Detroit MSA,2006-11-01,64.3
Detroit MSA,2006-12-01,64
Detroit MSA,2007-01-01,61.6
Detroit MSA,2007-02-01,62
Detroit MSA,2007-03-01,62.7
Detroit MSA,2007-04-01,63.6
Detroit MSA,2007-05-01,64.8
Detroit MSA,2007-06-01,65.4
Detroit MSA,2007-07-01,65.2
Detroit MSA,2007-08-01,67.2
Detroit MSA,2007-09-01,67.3
Detroit MSA,2007-10-01,66.7
Detroit MSA,2007-11-01,66
Detroit MSA,2007-12-01,65.9
Detroit MSA,2008-01-01,63.2
Detroit MSA,2008-02-01,63.3
Detroit MSA,2008-03-01,63.7
Detroit MSA,2008-04-01,64.6
Detroit MSA,2008-05-01,65.8
Detroit MSA,2008-06-01,66.1
Detroit MSA,2008-07-01,65.1
Detroit MSA,2008-08-01,65.5
Detroit MSA,2008-09-01,65.3
Detroit MSA,2008-10-01,64.9
Detroit MSA,2008-11-01,64
Detroit MSA,2008-12-01,62.2
Detroit MSA,2009-01-01,58.5
Detroit MSA,2009-02-01,58.3
Detroit MSA,2009-03-01,58.8
Detroit MSA,2009-04-01,60
Detroit MSA,2009-05-01,60.5
Detroit MSA,2009-06-01,61.1
Detroit MSA,2009-07-01,59.5
Detroit MSA,2009-08-01,59.8
Detroit MSA,2009-09-01,59.6
Detroit MSA,2009-10-01,59.8
Detroit MSA,2009-11-01,59.3
Detroit MSA,2009-12-01,58.9
Detroit MSA,2010-01-01,56.3
Detroit MSA,2010-02-01,56.6
Detroit MSA,2010-03-01,57.3
Detroit MSA,2010-04-01,58.9
Detroit MSA,2010-05-01,60.2
Detroit MSA,2010-06-01,61.1
Detroit MSA,2010-07-01,61
Detroit MSA,2010-08-01,60.8
Detroit MSA,2010-09-01,60.7
Detroit MSA,2010-10-01,60.6
Detroit MSA,2010-11-01,59.9
Detroit MSA,2010-12-01,59.7
Detroit MSA,2011-01-01,57.3
Detroit MSA,2011-02-01,57.5
Detroit MSA,2011-03-01,58.3
Detroit MSA,2011-04-01,59.1
Detroit MSA,2011-05-01,60.1
Detroit MSA,2011-06-01,60.9
Detroit MSA,2011-07-01,60.6
Detroit MSA,2011-08-01,61.1
Detroit MSA,2011-09-01,60.8
Detroit MSA,2011-10-01,60.6
Detroit MSA,2011-11-01,60.1
Detroit MSA,2011-12-01,59.5
Detroit MSA,2012-01-01,57.3
Detroit MSA,2012-02-01,57.3
Detroit MSA,2012-03-01,58.3
Detroit MSA,2012-04-01,59.5
Detroit MSA,2012-05-01,60.7
Detroit MSA,2012-06-01,61.7
Detroit MSA,2012-07-01,60.9
Detroit MSA,2012-08-01,61
Detroit MSA,2012-09-01,61.5
Detroit MSA,2012-10-01,60.9
Detroit MSA,2012-11-01,60.3
Detroit MSA,2012-12-01,59.8
Detroit MSA,2013-01-01,57.5
Detroit MSA,2013-02-01,57.6
Detroit MSA,2013-03-01,58.2
Detroit MSA,2013-04-01,58.6
Detroit MSA,2013-05-01,60
Detroit MSA,2013-06-01,61.2
Detroit MSA,2013-07-01,60.7
Detroit MSA,2013-08-01,60.8
Detroit MSA,2013-09-01,61.2
Detroit MSA,2013-10-01,61.1
Detroit MSA,2013-11-01,60.1
Detroit MSA,2013-12-01,59.8
Detroit MSA,2014-01-01,58.2
Detroit MSA,2014-02-01,58.5
Detroit MSA,2014-03-01,59.3
Detroit MSA,2014-04-01,60.1
Detroit MSA,2014-05-01,61.6
Detroit MSA,2014-06-01,62.4
Detroit MSA,2014-07-01,62.2
Detroit MSA,2014-08-01,62.3
Detroit MSA,2014-09-01,61.8
Detroit MSA,2014-10-01,61.4
Detroit MSA,2014-11-01,60.9
Detroit MSA,2014-12-01,60.7
Detroit MSA,2015-01-01,59.4
Detroit MSA,2015-02-01,59.5
Detroit MSA,2015-03-01,60.1
Detroit MSA,2015-04-01,61
Detroit MSA,2015-05-01,62.4
Detroit MSA,2015-06-01,63.4
Detroit MSA,2015-07-01,62.9
Detroit MSA,2015-08-01,62.6
Detroit MSA,2015-09-01,62.5
Detroit MSA,2015-10-01,62
Detroit MSA,2015-11-01,61.7
Detroit MSA,2015-12-01,61.1
Detroit MSA,2016-01-01,59.6
Detroit MSA,2016-02-01,59.8
