county_name,date,employed_count,labor_force,unemployed_count,unemployment_rate
Oakland,2000-04-01,657680,671775,14095,2.1
Oakland,2000-05-01,656608,673811,17203,2.6
Oakland,2000-06-01,665397,685663,20266,3
Oakland,2000-07-01,663422,684333,20911,3.1
Oakland,2000-08-01,665229,685184,19955,2.9
Oakland,2000-09-01,656911,674988,18077,2.7
Oakland,2000-10-01,655493,673027,17534,2.6
Oakland,2000-11-01,652510,669157,16647,2.5
Oakland,2000-12-01,652823,668890,16067,2.4
Oakland,2001-01-01,637578,662007,24429,3.7
Oakland,2001-02-01,637472,661162,23690,3.6
Oakland,2001-03-01,637928,662813,24885,3.8
Oakland,2001-04-01,628925,650864,21939,3.4
Oakland,2001-05-01,629514,653701,24187,3.7
Oakland,2001-06-01,633404,660052,26648,4
Oakland,2001-07-01,635896,662018,26122,3.9
Oakland,2001-08-01,631865,663109,31244,4.7
Oakland,2001-09-01,628991,657692,28701,4.4
Oakland,2001-10-01,627869,657737,29868,4.5
Oakland,2001-11-01,623682,655778,32096,4.9
Oakland,2001-12-01,624229,655361,31132,4.8
Oakland,2002-01-01,606133,643614,37481,5.8
Oakland,2002-02-01,609196,640942,31746,5
Oakland,2002-03-01,607579,642925,35346,5.5
Oakland,2002-04-01,607413,637754,30341,4.8
Oakland,2002-05-01,611151,644178,33027,5.1
Oakland,2002-06-01,613348,650410,37062,5.7
Oakland,2002-07-01,614702,650475,35773,5.5
Oakland,2002-08-01,620134,653002,32868,5
Oakland,2002-09-01,620294,649935,29641,4.6
Oakland,2002-10-01,620725,650822,30097,4.6
Oakland,2002-11-01,615650,646620,30970,4.8
Oakland,2002-12-01,613440,644585,31145,4.8
Oakland,2003-01-01,602830,639820,36990,5.8
Oakland,2003-02-01,605450,641564,36114,5.6
Oakland,2003-03-01,605000,641366,36366,5.7
Oakland,2003-04-01,602108,633155,31047,4.9
Oakland,2003-05-01,602948,638934,35986,5.6
Oakland,2003-06-01,607509,650640,43131,6.6
Oakland,2003-07-01,606827,647087,40260,6.2
Oakland,2003-08-01,607403,644873,37470,5.8
Oakland,2003-09-01,604151,639869,35718,5.6
Oakland,2003-10-01,607147,641432,34285,5.3
Oakland,2003-11-01,607234,638461,31227,4.9
Oakland,2003-12-01,604640,634361,29721,4.7
Oakland,2004-01-01,594162,629004,34842,5.5
Oakland,2004-02-01,596623,629999,33376,5.3
Oakland,2004-03-01,595916,632476,36560,5.8
Oakland,2004-04-01,593590,622867,29277,4.7
Oakland,2004-05-01,597132,631709,34577,5.5
Oakland,2004-06-01,600720,638248,37528,5.9
Oakland,2004-07-01,604706,643334,38628,6
Oakland,2004-08-01,606674,643820,37146,5.8
Oakland,2004-09-01,602066,639275,37209,5.8
Oakland,2004-10-01,607725,644926,37201,5.8
Oakland,2004-11-01,603778,640245,36467,5.7
Oakland,2004-12-01,601935,638945,37010,5.8
Oakland,2005-01-01,585302,623788,38486,6.2
Oakland,2005-02-01,585712,625533,39821,6.4
Oakland,2005-03-01,587329,624690,37361,6
Oakland,2005-04-01,589427,623250,33823,5.4
Oakland,2005-05-01,595715,630932,35217,5.6
Oakland,2005-06-01,600505,637600,37095,5.8
Oakland,2005-07-01,605302,641554,36252,5.7
Oakland,2005-08-01,609545,642112,32567,5.1
Oakland,2005-09-01,603535,635489,31954,5
Oakland,2005-10-01,602577,633056,30479,4.8
Oakland,2005-11-01,597835,630743,32908,5.2
Oakland,2005-12-01,595443,627924,32481,5.2
Oakland,2006-01-01,579204,614456,35252,5.7
Oakland,2006-02-01,579485,615382,35897,5.8
Oakland,2006-03-01,582687,619777,37090,6
Oakland,2006-04-01,581362,613780,32418,5.3
Oakland,2006-05-01,586465,617205,30740,5
Oakland,2006-06-01,589547,625846,36299,5.8
Oakland,2006-07-01,591205,628949,37744,6
Oakland,2006-08-01,594046,630134,36088,5.7
Oakland,2006-09-01,590200,625903,35703,5.7
Oakland,2006-10-01,596612,628704,32092,5.1
Oakland,2006-11-01,590746,623973,33227,5.3
Oakland,2006-12-01,589137,623201,34064,5.5
Oakland,2007-01-01,577610,614778,37168,6
Oakland,2007-02-01,577622,612504,34882,5.7
Oakland,2007-03-01,580631,616211,35580,5.8
Oakland,2007-04-01,572284,605237,32953,5.4
Oakland,2007-05-01,577529,611838,34309,5.6
Oakland,2007-06-01,581749,620994,39245,6.3
Oakland,2007-07-01,585617,625597,39980,6.4
Oakland,2007-08-01,580239,617489,37250,6
Oakland,2007-09-01,577732,616641,38909,6.3
Oakland,2007-10-01,576261,611456,35195,5.8
Oakland,2007-11-01,575918,610069,34151,5.6
Oakland,2007-12-01,571026,607238,36212,6
Oakland,2008-01-01,562845,600632,37787,6.3
Oakland,2008-02-01,560821,596815,35994,6
Oakland,2008-03-01,561329,598511,37182,6.2
Oakland,2008-04-01,557848,589452,31604,5.4
Oakland,2008-05-01,560399,600458,40059,6.7
Oakland,2008-06-01,563449,607380,43931,7.2
Oakland,2008-07-01,566158,610306,44148,7.2
Oakland,2008-08-01,565801,609728,43927,7.2
Oakland,2008-09-01,559472,603093,43621,7.2
Oakland,2008-10-01,556193,601535,45342,7.5
Oakland,2008-11-01,545756,591657,45901,7.8
Oakland,2008-12-01,537964,587962,49998,8.5
Oakland,2009-01-01,524448,581128,56680,9.8
Oakland,2009-02-01,521086,581377,60291,10.4
Oakland,2009-03-01,520105,585553,65448,11.2
Oakland,2009-04-01,518748,584199,65451,11.2
Oakland,2009-05-01,517034,589978,72944,12.4
Oakland,2009-06-01,517465,599986,82521,13.8
Oakland,2009-07-01,521997,609135,87138,14.3
Oakland,2009-08-01,522854,605473,82619,13.6
Oakland,2009-09-01,516436,599523,83087,13.9
Oakland,2009-10-01,516399,598054,81655,13.7
Oakland,2009-11-01,517073,594216,77143,13
Oakland,2009-12-01,514523,591588,77065,13
Oakland,2010-01-01,534311,615767,81456,13.2
Oakland,2010-02-01,534668,615048,80380,13.1
Oakland,2010-03-01,539427,620389,80962,13.1
Oakland,2010-04-01,540823,616676,75853,12.3
Oakland,2010-05-01,544570,619314,74744,12.1
Oakland,2010-06-01,544605,622051,77446,12.5
Oakland,2010-07-01,548865,630056,81191,12.9
Oakland,2010-08-01,554137,629418,75281,12
Oakland,2010-09-01,551642,622681,71039,11.4
Oakland,2010-10-01,548585,615956,67371,10.9
Oakland,2010-11-01,545780,607956,62176,10.2
Oakland,2010-12-01,544323,601775,57452,9.5
Oakland,2011-01-01,537999,598780,60781,10.2
Oakland,2011-02-01,536418,596061,59643,10
Oakland,2011-03-01,542937,599994,57057,9.5
Oakland,2011-04-01,541874,595246,53372,9
Oakland,2011-05-01,548160,604576,56416,9.3
Oakland,2011-06-01,548672,609929,61257,10
Oakland,2011-07-01,552908,616305,63397,10.3
Oakland,2011-08-01,560684,620728,60044,9.7
Oakland,2011-09-01,561726,618330,56604,9.2
Oakland,2011-10-01,563441,616534,53093,8.6
Oakland,2011-11-01,563228,610678,47450,7.8
Oakland,2011-12-01,563466,612180,48714,8
Oakland,2012-01-01,556916,608913,51997,8.5
Oakland,2012-02-01,557393,608340,50947,8.4
Oakland,2012-03-01,561443,611843,50400,8.2
Oakland,2012-04-01,557876,603703,45827,7.6
Oakland,2012-05-01,563176,613385,50209,8.2
Oakland,2012-06-01,567778,621994,54216,8.7
Oakland,2012-07-01,571437,630465,59028,9.4
Oakland,2012-08-01,574465,628211,53746,8.6
Oakland,2012-09-01,576958,625814,48856,7.8
Oakland,2012-10-01,579713,628730,49017,7.8
Oakland,2012-11-01,576423,621660,45237,7.3
Oakland,2012-12-01,575864,624121,48257,7.7
Oakland,2013-01-01,569600,621153,51553,8.3
Oakland,2013-02-01,570265,619227,48962,7.9
Oakland,2013-03-01,575854,624016,48162,7.7
Oakland,2013-04-01,577295,621626,44331,7.1
Oakland,2013-05-01,584274,633019,48745,7.7
Oakland,2013-06-01,586117,640310,54193,8.5
Oakland,2013-07-01,592372,647237,54865,8.5
Oakland,2013-08-01,594561,646032,51471,8
Oakland,2013-09-01,595238,644520,49282,7.6
Oakland,2013-10-01,590191,638947,48756,7.6
Oakland,2013-11-01,589981,634598,44617,7
Oakland,2013-12-01,591482,633849,42367,6.7
Oakland,2014-01-01,584677,628572,43895,7
Oakland,2014-02-01,582186,627947,45761,7.3
Oakland,2014-03-01,586320,631104,44784,7.1
Oakland,2014-04-01,583413,621614,38201,6.1
Oakland,2014-05-01,587332,629482,42150,6.7
Oakland,2014-06-01,591547,636998,45451,7.1
Oakland,2014-07-01,597353,644835,47482,7.4
Oakland,2014-08-01,598207,639216,41009,6.4
Oakland,2014-09-01,597736,637439,39703,6.2
Oakland,2014-10-01,601138,638660,37522,5.9
Oakland,2014-11-01,598031,631533,33502,5.3
Oakland,2014-12-01,598756,629783,31027,4.9
Oakland,2015-01-01,591713,626602,34889,5.6
Oakland,2015-02-01,588583,619691,31108,5
Oakland,2015-03-01,593460,624589,31129,5
Oakland,2015-04-01,595727,623366,27639,4.4
Oakland,2015-05-01,601598,634952,33354,5.3
Oakland,2015-06-01,606433,638992,32559,5.1
Oakland,2015-07-01,611132,645703,34571,5.4
Oakland,2015-08-01,613087,643373,30286,4.7
Oakland,2015-09-01,613309,641495,28186,4.4
Oakland,2015-10-01,616425,644347,27922,4.3
Oakland,2015-11-01,618547,643282,24735,3.8
Oakland,2015-12-01,618122,642130,24008,3.7
Oakland,2016-01-01,616446,644100,27654,4.3
Oakland,2016-02-01,617622,644299,26677,4.1
Oakland,2016-03-01,626228,654076,27848,4.3
Oakland,2016-04-01,624226,648685,24459,3.8
Oakland,2016-05-01,630292,655781,25489,3.9
Oakland,2016-06-01,632424,662355,29931,4.5
Oakland,2016-07-01,639695,671016,31321,4.7
Oakland,2016-08-01,640810,670379,29569,4.4
Oakland,2016-09-01,641622,669943,28321,4.2
Oakland,2016-10-01,640817,668677,27860,4.2
Oakland,2016-11-01,640383,667035,26652,4
Oakland,2016-12-01,641727,665467,23740,3.6
Oakland,2017-01-01,636012,665391,29379,4.4
Oakland,2017-02-01,637700,663830,26130,3.9
Oakland,2017-03-01,645716,668991,23275,3.5
Oakland,2017-04-01,646350,664738,18388,2.8
Oakland,2017-05-01,649377,668600,19223,2.9
Oakland,2017-06-01,652918,674336,21418,3.2
Oakland,2017-07-01,658078,683600,25522,3.7
Oakland,2017-08-01,658263,684283,26020,3.8
Oakland,2017-09-01,658432,684269,25837,3.8
Oakland,2017-10-01,656269,679834,23565,3.5
Oakland,2017-11-01,655584,678497,22913,3.4
Oakland,2017-12-01,653153,676685,23532,3.5
Oakland,2018-01-01,644915,670545,25630,3.8
Oakland,2018-02-01,647783,672927,25144,3.7
Oakland,2018-03-01,654235,678013,23778,3.5
Oakland,2018-04-01,653008,673419,20411,3
Oakland,2018-05-01,657532,677589,20057,3
Oakland,2018-06-01,659519,683436,23917,3.5
Oakland,2018-07-01,663369,689236,25867,3.8
Oakland,2018-08-01,662701,684795,22094,3.2
Oakland,2018-09-01,665053,687589,22536,3.3
Oakland,2018-10-01,665938,689376,23438,3.4
Oakland,2018-11-01,664667,685833,21166,3.1
Oakland,2018-12-01,665548,687965,22417,3.3
Oakland,2019-01-01,657535,682167,24632,3.6
Oakland,2019-02-01,658412,682432,24020,3.5
Oakland,2019-03-01,662003,688120,26117,3.8
Oakland,2019-04-01,658739,679639,20900,3.1
Oakland,2019-05-01,659942,682550,22608,3.3
Oakland,2019-06-01,664829,689958,25129,3.6
Oakland,2019-07-01,672757,700572,27815,4
Oakland,2019-08-01,672295,697656,25361,3.6
Oakland,2019-09-01,672901,696026,23125,3.3
Oakland,2019-10-01,672942,693102,20160,2.9
Oakland,2019-11-01,668274,687733,19459,2.8
Oakland,2019-12-01,667235,686685,19450,2.8
Oakland,2020-01-01,655632,677470,21838,3.2
Oakland,2020-02-01,654322,673675,19353,2.9
Oakland,2020-03-01,646994,671363,24369,3.6
Oakland,2020-04-01,460127,566892,106765,18.8
Oakland,2020-05-01,518899,645034,126135,19.6
Oakland,2020-06-01,555172,652489,97317,14.9
Oakland,2020-07-01,579150,663393,84243,12.7
Oakland,2020-08-01,600895,661949,61054,9.2
Oakland,2020-09-01,604801,659997,55196,8.4
Oakland,2020-10-01,618208,662035,43827,6.6
Oakland,2020-11-01,615880,655871,39991,6.1
Oakland,2020-12-01,601577,641026,39449,6.2
Oakland,2021-01-01,611628,647945,36317,5.6
Oakland,2021-02-01,611665,644929,33264,5.2
Oakland,2021-03-01,620575,655153,34578,5.3
Oakland,2021-04-01,619059,648475,29416,4.5
Oakland,2021-05-01,620282,650612,30330,4.7
Oakland,2021-06-01,625257,660712,35455,5.4
Oakland,2021-07-01,634029,668747,34718,5.2
Oakland,2021-08-01,638625,669155,30530,4.6
Oakland,2021-09-01,639782,668421,28639,4.3
Oakland,2021-10-01,642905,667786,24881,3.7
Oakland,2021-11-01,646121,667790,21669,3.2
Oakland,2021-12-01,645426,666711,21285,3.2
Oakland,2022-01-01,639483,665330,25847,3.9
Oakland,2022-02-01,640569,663836,23267,3.5
Oakland,2022-03-01,647626,669666,22040,3.3
Oakland,2022-04-01,642519,660599,18080,2.7
Oakland,2022-05-01,642427,663875,21448,3.2
Oakland,2022-06-01,648049,669618,21569,3.2
Oakland,2022-07-01,654094,673695,19601,2.9
Oakland,2022-08-01,655019,674566,19547,2.9
Oakland,2022-09-01,652346,671585,19239,2.9
Oakland,2022-10-01,654225,673230,19005,2.8
Oakland,2022-11-01,652341,669859,17518,2.6
Oakland,2022-12-01,656683,674178,17495,2.6
Oakland,2023-01-01,649515,670978,21463,3.2
Oakland,2023-02-01,650280,669777,19497,2.9
Oakland,2023-03-01,662044,679373,17329,2.6
Oakland,2023-04-01,660517,673107,12590,1.9
Oakland,2023-05-01,661025,680234,19209,2.8
Oakland,2023-06-01,666861,688515,21654,3.1
Oakland,2023-07-01,674087,697399,23312,3.3
Oakland,2023-08-01,675887,698486,22599,3.2
Oakland,2023-09-01,674781,697873,23092,3.3
Oakland,2023-10-01,669871,692108,22237,3.2
Oakland,2023-11-01,671923,690887,18964,2.7
Oakland,2023-12-01,669717,687491,17774,2.6
Oakland,2024-01-01,663798,684891,21093,3.1
Oakland,2024-02-01,659341,681080,21739,3.2
Oakland,2024-03-01,667099,688336,21237,3.1
Oakland,2024-04-01,663537,682220,18683,2.7
Oakland,2024-05-01,660693,683829,23136,3.4
Oakland,2024-06-01,661694,689196,27502,4
Oakland,2024-07-01,664802,694884,30082,4.3
Oakland,2024-08-01,667940,693123,25183,3.6
Oakland,2024-09-01,666895,693632,26737,3.9
Oakland,2024-10-01,661514,688221,26707,3.9
Oakland,2024-11-01,658298,685190,26892,3.9
Oakland,2024-12-01,658457,684382,25925,3.8
Oakland,2025-01-01,653481,681663,28182,4.1
Oakland,2025-02-01,650000,678499,28499,4.2
Oakland,2025-03-01,656628,683657,27029,4
Oakland,2025-04-01,656393,677915,21522,3.2
Oakland,2025-05-01,652727,678688,25961,3.8
Oakland,2025-06-01,658553,685844,27291,4
Oakland,2025-07-01,659544,690400,30856,4.5
Oakland,2025-08-01,657601,683105,25504,3.7
Oakland,2025-09-01,655165,681928,26763,3.9
Oakland,2025-11-01,661124,690044,28920,4.2
Oakland,2025-12-01,661384,687379,25995,3.8
Oakland,2026-01-01,654235,683217,28982,4.2
Oakland,2026-02-01,650315,680858,30543,4.5
Oakland,2026-03-01,658119,686430,28311,4.1
Oakland,2026-04-01,662245,686578,24333,3.5
Washtenaw,1990-01-01,149790,158362,8572,5.4
Washtenaw,1990-02-01,152356,159868,7512,4.7
Washtenaw,1990-03-01,153555,160611,7056,4.4
Washtenaw,1990-04-01,151436,158242,6806,4.3
Washtenaw,1990-05-01,151721,158686,6965,4.4
Washtenaw,1990-06-01,152625,159984,7359,4.6
Washtenaw,1990-07-01,147639,157916,10277,6.5
Washtenaw,1990-08-01,147733,156058,8325,5.3
Washtenaw,1990-09-01,150842,157316,6474,4.1
Washtenaw,1990-10-01,151212,159290,8078,5.1
Washtenaw,1990-11-01,153155,160191,7036,4.4
Washtenaw,1990-12-01,152580,159902,7322,4.6
Washtenaw,1991-01-01,146593,154977,8384,5.4
Washtenaw,1991-02-01,148773,158205,9432,6
Washtenaw,1991-03-01,149255,157664,8409,5.3
Washtenaw,1991-04-01,149028,158782,9754,6.1
Washtenaw,1991-05-01,148457,157179,8722,5.5
Washtenaw,1991-06-01,148031,157143,9112,5.8
Washtenaw,1991-07-01,144603,155451,10848,7
Washtenaw,1991-08-01,143999,154053,10054,6.5
Washtenaw,1991-09-01,146955,156053,9098,5.8
Washtenaw,1991-10-01,150105,158495,8390,5.3
Washtenaw,1991-11-01,151678,159297,7619,4.8
Washtenaw,1991-12-01,149407,158204,8797,5.6
Washtenaw,1992-01-01,149437,157875,8438,5.3
Washtenaw,1992-02-01,152790,162786,9996,6.1
Washtenaw,1992-03-01,153031,162749,9718,6
Washtenaw,1992-04-01,153030,160353,7323,4.6
Washtenaw,1992-05-01,153107,160876,7769,4.8
Washtenaw,1992-06-01,154156,162498,8342,5.1
Washtenaw,1992-07-01,152559,161333,8774,5.4
Washtenaw,1992-08-01,151080,159773,8693,5.4
Washtenaw,1992-09-01,151230,158832,7602,4.8
Washtenaw,1992-10-01,153271,160116,6845,4.3
Washtenaw,1992-11-01,157865,164696,6831,4.1
Washtenaw,1992-12-01,157338,164072,6734,4.1
Washtenaw,1993-01-01,152273,159731,7458,4.7
Washtenaw,1993-02-01,154928,161887,6959,4.3
Washtenaw,1993-03-01,153911,161474,7563,4.7
Washtenaw,1993-04-01,155712,161915,6203,3.8
Washtenaw,1993-05-01,154469,161290,6821,4.2
Washtenaw,1993-06-01,156107,163723,7616,4.7
Washtenaw,1993-07-01,154727,163020,8293,5.1
Washtenaw,1993-08-01,153989,160496,6507,4.1
Washtenaw,1993-09-01,153003,159463,6460,4.1
Washtenaw,1993-10-01,157618,163843,6225,3.8
Washtenaw,1993-11-01,159881,165821,5940,3.6
Washtenaw,1993-12-01,160244,166239,5995,3.6
Washtenaw,1994-01-01,155486,162536,7050,4.3
Washtenaw,1994-02-01,158279,164987,6708,4.1
Washtenaw,1994-03-01,157616,164082,6466,3.9
Washtenaw,1994-04-01,158899,164728,5829,3.5
Washtenaw,1994-05-01,158354,164002,5648,3.4
Washtenaw,1994-06-01,159022,165012,5990,3.6
Washtenaw,1994-07-01,157153,163385,6232,3.8
Washtenaw,1994-08-01,157096,162684,5588,3.4
Washtenaw,1994-09-01,157393,162360,4967,3.1
Washtenaw,1994-10-01,160579,165048,4469,2.7
Washtenaw,1994-11-01,162356,166223,3867,2.3
Washtenaw,1994-12-01,162191,165861,3670,2.2
Washtenaw,1995-01-01,156914,162038,5124,3.2
Washtenaw,1995-02-01,160231,164759,4528,2.7
Washtenaw,1995-03-01,160919,165417,4498,2.7
Washtenaw,1995-04-01,160293,164914,4621,2.8
Washtenaw,1995-05-01,158314,163067,4753,2.9
Washtenaw,1995-06-01,159812,165081,5269,3.2
Washtenaw,1995-07-01,158381,164302,5921,3.6
Washtenaw,1995-08-01,157597,162469,4872,3
Washtenaw,1995-09-01,158849,163233,4384,2.7
Washtenaw,1995-10-01,160607,164385,3778,2.3
Washtenaw,1995-11-01,160437,163832,3395,2.1
Washtenaw,1995-12-01,160749,163880,3131,1.9
Washtenaw,1996-01-01,154338,158428,4090,2.6
Washtenaw,1996-02-01,159236,163238,4002,2.5
Washtenaw,1996-03-01,161267,164962,3695,2.2
Washtenaw,1996-04-01,160297,163866,3569,2.2
Washtenaw,1996-05-01,160820,164649,3829,2.3
Washtenaw,1996-06-01,164457,168534,4077,2.4
Washtenaw,1996-07-01,162325,167343,5018,3
Washtenaw,1996-08-01,161514,165212,3698,2.2
Washtenaw,1996-09-01,162660,166128,3468,2.1
Washtenaw,1996-10-01,165321,168382,3061,1.8
Washtenaw,1996-11-01,166399,169360,2961,1.7
Washtenaw,1996-12-01,165752,169090,3338,2
Washtenaw,1997-01-01,162700,166830,4130,2.5
Washtenaw,1997-02-01,164936,168708,3772,2.2
Washtenaw,1997-03-01,166503,170018,3515,2.1
Washtenaw,1997-04-01,166456,169961,3505,2.1
Washtenaw,1997-05-01,165956,169275,3319,2
Washtenaw,1997-06-01,166718,170603,3885,2.3
Washtenaw,1997-07-01,164960,169294,4334,2.6
Washtenaw,1997-08-01,164660,167846,3186,1.9
Washtenaw,1997-09-01,166551,169832,3281,1.9
Washtenaw,1997-10-01,169508,172332,2824,1.6
Washtenaw,1997-11-01,171705,174699,2994,1.7
Washtenaw,1997-12-01,171717,174622,2905,1.7
Washtenaw,1998-01-01,169012,172559,3547,2.1
Washtenaw,1998-02-01,170529,173935,3406,2
Washtenaw,1998-03-01,171456,174792,3336,1.9
Washtenaw,1998-04-01,171218,173709,2491,1.4
Washtenaw,1998-05-01,170857,173593,2736,1.6
Washtenaw,1998-06-01,170549,173643,3094,1.8
Washtenaw,1998-07-01,165127,170410,5283,3.1
Washtenaw,1998-08-01,169205,171885,2680,1.6
Washtenaw,1998-09-01,170116,173663,3547,2
Washtenaw,1998-10-01,172575,175255,2680,1.5
Washtenaw,1998-11-01,175297,177745,2448,1.4
Washtenaw,1998-12-01,174978,177600,2622,1.5
Washtenaw,1999-01-01,171464,174910,3446,2
Washtenaw,1999-02-01,174017,177589,3572,2
Washtenaw,1999-03-01,174487,177553,3066,1.7
Washtenaw,1999-04-01,173845,176750,2905,1.6
Washtenaw,1999-05-01,173343,176573,3230,1.8
Washtenaw,1999-06-01,174975,178195,3220,1.8
Washtenaw,1999-07-01,173684,177346,3662,2.1
Washtenaw,1999-08-01,173359,175873,2514,1.4
Washtenaw,1999-09-01,173424,176107,2683,1.5
Washtenaw,1999-10-01,175598,177934,2336,1.3
Washtenaw,1999-11-01,177687,180140,2453,1.4
Washtenaw,1999-12-01,177532,179883,2351,1.3
Washtenaw,2000-01-01,180390,184691,4301,2.3
Washtenaw,2000-02-01,183798,187829,4031,2.1
Washtenaw,2000-03-01,184402,188903,4501,2.4
Washtenaw,2000-04-01,184362,188160,3798,2
Washtenaw,2000-05-01,180026,184577,4551,2.5
Washtenaw,2000-06-01,181735,187025,5290,2.8
Washtenaw,2000-07-01,177778,183569,5791,3.2
Washtenaw,2000-08-01,177440,182037,4597,2.5
Washtenaw,2000-09-01,176518,180988,4470,2.5
Washtenaw,2000-10-01,181863,186006,4143,2.2
Washtenaw,2000-11-01,185417,189573,4156,2.2
Washtenaw,2000-12-01,185451,189537,4086,2.2
Washtenaw,2001-01-01,187983,193099,5116,2.6
Washtenaw,2001-02-01,190764,195990,5226,2.7
Washtenaw,2001-03-01,191444,197037,5593,2.8
Washtenaw,2001-04-01,189279,194335,5056,2.6
Washtenaw,2001-05-01,188335,193965,5630,2.9
Washtenaw,2001-06-01,189046,195631,6585,3.4
Washtenaw,2001-07-01,184886,191002,6116,3.2
Washtenaw,2001-08-01,182200,187983,5783,3.1
Washtenaw,2001-09-01,181582,187638,6056,3.2
Washtenaw,2001-10-01,184361,190354,5993,3.1
Washtenaw,2001-11-01,186230,192465,6235,3.2
Washtenaw,2001-12-01,183768,190288,6520,3.4
Washtenaw,2002-01-01,178322,185621,7299,3.9
Washtenaw,2002-02-01,182235,189039,6804,3.6
Washtenaw,2002-03-01,181467,188730,7263,3.8
Washtenaw,2002-04-01,177908,184591,6683,3.6
Washtenaw,2002-05-01,176986,184220,7234,3.9
Washtenaw,2002-06-01,177824,186155,8331,4.5
Washtenaw,2002-07-01,176612,184441,7829,4.2
Washtenaw,2002-08-01,175621,181834,6213,3.4
Washtenaw,2002-09-01,175986,181755,5769,3.2
Washtenaw,2002-10-01,179505,184720,5215,2.8
Washtenaw,2002-11-01,181529,187133,5604,3
Washtenaw,2002-12-01,180528,186412,5884,3.2
Washtenaw,2003-01-01,176132,183174,7042,3.8
Washtenaw,2003-02-01,178772,185816,7044,3.8
Washtenaw,2003-03-01,177449,184813,7364,4
Washtenaw,2003-04-01,176799,183486,6687,3.6
Washtenaw,2003-05-01,176173,184132,7959,4.3
Washtenaw,2003-06-01,176512,185971,9459,5.1
Washtenaw,2003-07-01,172011,180953,8942,4.9
Washtenaw,2003-08-01,173918,181796,7878,4.3
Washtenaw,2003-09-01,175656,183372,7716,4.2
Washtenaw,2003-10-01,179424,186364,6940,3.7
Washtenaw,2003-11-01,181010,187682,6672,3.6
Washtenaw,2003-12-01,180015,186647,6632,3.6
Washtenaw,2004-01-01,177034,184594,7560,4.1
Washtenaw,2004-02-01,179063,186533,7470,4
Washtenaw,2004-03-01,179246,187635,8389,4.5
Washtenaw,2004-04-01,180253,187126,6873,3.7
Washtenaw,2004-05-01,177978,186065,8087,4.3
Washtenaw,2004-06-01,178919,188019,9100,4.8
Washtenaw,2004-07-01,176061,184959,8898,4.8
Washtenaw,2004-08-01,178833,186534,7701,4.1
Washtenaw,2004-09-01,179333,187123,7790,4.2
Washtenaw,2004-10-01,183349,190694,7345,3.9
Washtenaw,2004-11-01,185359,193103,7744,4
Washtenaw,2004-12-01,183086,191051,7965,4.2
Washtenaw,2005-01-01,179881,188477,8596,4.6
Washtenaw,2005-02-01,182229,190973,8744,4.6
Washtenaw,2005-03-01,183042,191594,8552,4.5
Washtenaw,2005-04-01,184217,192391,8174,4.2
Washtenaw,2005-05-01,181880,190742,8862,4.6
Washtenaw,2005-06-01,181269,190316,9047,4.8
Washtenaw,2005-07-01,176915,186079,9164,4.9
Washtenaw,2005-08-01,179298,187364,8066,4.3
Washtenaw,2005-09-01,180757,188980,8223,4.4
Washtenaw,2005-10-01,184162,191444,7282,3.8
Washtenaw,2005-11-01,186133,194186,8053,4.1
Washtenaw,2005-12-01,184273,192302,8029,4.2
Washtenaw,2006-01-01,181875,190459,8584,4.5
Washtenaw,2006-02-01,182937,191890,8953,4.7
Washtenaw,2006-03-01,183372,192525,9153,4.8
Washtenaw,2006-04-01,182914,191358,8444,4.4
Washtenaw,2006-05-01,180085,188708,8623,4.6
Washtenaw,2006-06-01,181164,190887,9723,5.1
Washtenaw,2006-07-01,176576,186599,10023,5.4
Washtenaw,2006-08-01,177766,187002,9236,4.9
Washtenaw,2006-09-01,179766,188847,9081,4.8
Washtenaw,2006-10-01,180768,189021,8253,4.4
Washtenaw,2006-11-01,183137,191322,8185,4.3
Washtenaw,2006-12-01,182695,191312,8617,4.5
Washtenaw,2007-01-01,178576,187803,9227,4.9
Washtenaw,2007-02-01,180238,189134,8896,4.7
Washtenaw,2007-03-01,180744,189577,8833,4.7
Washtenaw,2007-04-01,180056,188584,8528,4.5
Washtenaw,2007-05-01,177736,186609,8873,4.8
Washtenaw,2007-06-01,178489,188536,10047,5.3
Washtenaw,2007-07-01,176445,187059,10614,5.7
Washtenaw,2007-08-01,176929,186423,9494,5.1
Washtenaw,2007-09-01,178056,187649,9593,5.1
Washtenaw,2007-10-01,179409,188122,8713,4.6
Washtenaw,2007-11-01,182386,190888,8502,4.5
Washtenaw,2007-12-01,180996,190060,9064,4.8
Washtenaw,2008-01-01,177493,186595,9102,4.9
Washtenaw,2008-02-01,178271,187164,8893,4.8
Washtenaw,2008-03-01,178654,187983,9329,5
Washtenaw,2008-04-01,177436,186208,8772,4.7
Washtenaw,2008-05-01,174777,185785,11008,5.9
Washtenaw,2008-06-01,176512,188560,12048,6.4
Washtenaw,2008-07-01,173666,186154,12488,6.7
Washtenaw,2008-08-01,173791,185414,11623,6.3
Washtenaw,2008-09-01,173389,184628,11239,6.1
Washtenaw,2008-10-01,175597,186356,10759,5.8
Washtenaw,2008-11-01,176493,186990,10497,5.6
Washtenaw,2008-12-01,173631,185287,11656,6.3
Washtenaw,2009-01-01,172032,184769,12737,6.9
Washtenaw,2009-02-01,172597,186942,14345,7.7
Washtenaw,2009-03-01,171684,186849,15165,8.1
Washtenaw,2009-04-01,171084,186229,15145,8.1
